_permit_type,work_description,address,permit_,issue_date,_permit_type(2),work_description(2),address(2),permit_(2),issue_date(2),b_ward,b_communityarea
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME SINGLE FAMILY RESIDENCE,4111 N Bell Ave,100480621,04/03/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY, IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",4111 N Bell Ave,100482055,04/17/2013,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,1741 N Talman Ave,100480284,04/03/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1741 N Talman Ave,100477457,03/27/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE AND A HALF STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,4118 N Oakley Ave,100475670,04/03/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND  2 CAR GARAGE WITH ROOF DECK PER PLANS",4118 N Oakley Ave,100475529,03/26/2013,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1622 W Nelson St,100479553,04/04/2013,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY SINGLE FAMILY RESIDENCE WITH TWO CAR DETACHED GARAGE W/ROOF DECK PER PLANS,1622 W Nelson St,100475468,03/07/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY BRICK RESIDENCE AND DETACHED FRAME GARAGE,948 N Honore St,100476335,04/04/2013,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY 3 FLAT BUILDING AS PER PLANS.,948 N Honore St,100476551,02/27/2013,2,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1728 N Mozart St,100482518,04/08/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1728 N Mozart St,100481987,04/10/2013,1,25
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 2 STORY BRICK SFR.,3337 S Bell Ave,100476419,04/09/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW 1 STORY SINGLE FAMILY HOME WITH BASEMENT AND A 2 CAR DETACHED GARAGE AS PER PLANS,3337 S Bell Ave,100476480,04/22/2013,25,56
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 2 STORY FRAME SFR.,1141 W 25th St,100476417,04/09/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY MASONRY SINGLE FAMILY HOME WITH BASEMENT AND A 2 CAR DETACHED FRAME GARAGE AS PER PLANS.******THIS PERMIT IS VOIDED IF THE WRECKING APPLICATION IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT***********,1141 W 25th St,100476479,04/16/2013,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,1322 W Chestnut St,100479338,04/09/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH GARAGE ROOF TOP DECK  (4A CONSTRUCTION) AS PER PLAN.,1322 W Chestnut St,100474448,03/27/2013,27,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2109 W Sunnyside Ave,100477725,04/10/2013,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGE WITH ROOF DECK,2109 W Sunnyside Ave,100481076,05/03/2013,47,6
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,1041 W Madison St,100476020,04/12/2013,PERMIT - NEW CONSTRUCTION,"NEW 4 STORY MASONRY BUILDING  3 UNIT APARMENT ,AND RETAIL SPACE",1041 W Madison St,100475991,05/21/2013,25,29
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME SINGLE FAMILY & 1 STORY FRAME GARAGE,2215 W Cullom Ave,100472637,04/15/2013,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY IVA FRAME SINGLE FAMILY WITH 2 CAR GARAGE AND BASEMENT PER PLANS,2215 W Cullom Ave,100470460,03/01/2013,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,1731 W Nelson St,100479068,04/17/2013,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,1731 W Nelson St,100478965,03/27/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING.,1351 W Belmont Ave,100473035,04/17/2013,PERMIT - NEW CONSTRUCTION,NEW 6 UNIT MASONRY APARMENT BUILDING OVER GROUND FLOOR COMERCIAL WITH DETACHED GARAGE,1351 W Belmont Ave,100480230,06/04/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,1823 W Cortland St,100475122,04/17/2013,PERMIT - NEW CONSTRUCTION,SELF-CERTIFICATION NEW CONSTRUCTION 2-STORY SINGLE FAMILY RESIDENCE W/ DETACHED GARAGE,1823 W Cortland St,100471397,03/05/2013,32,23
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK VACANT RESTAURANT,1164 W Madison St,100484317,04/18/2013,PERMIT - NEW CONSTRUCTION,"OIA '1200 W MADISON ST' Foundation Only for a new 9-story, 216-unit residential apartment building with sprinkled 205-car, private garage and 22 exterior parking spaces (PD #931).",1164 W Madison St,100491297,05/17/2013,25,29
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK AND FRAME BUILDING AND MASONRY GARAGE.,1421 N Cleaver St,100482348,04/18/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT TYPE 4A CONSTRUCTION, A NEW 13'-8"" X 10' OPEN METAL DECK, A NEW 1 STORY 2 CAR FRAME GARAGE 20'X 20' AS PER PLANS.",1421 N Cleaver St,100481924,04/25/2013,2,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY BRICK AND FRAME BUILDING AND MASONRY GARAGE.,1419 N Cleaver St,100482346,04/18/2013,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT TYPR 4A CONSTRUCTION, A NEW 13'-8"" X 10'-0"" OPEN METAL DECK, A NEW 1 STORY 2 CAR FRAME GARAGE 20' X 20' AS PER PLANS.",1419 N Cleaver St,100481921,04/18/2013,2,25
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 1 STORY 2 DU FRAME BUILDING.,2200 W Farragut Ave,100481369,04/19/2013,PERMIT - NEW CONSTRUCTION,NEW 2 STORY W/ BASEMENT FRAME S.F.R.,2200 W Farragut Ave,100479624,04/22/2013,40,6
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE FRAME 1 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2680 N Orchard St,100481531,04/23/2013,PERMIT - NEW CONSTRUCTION,**SELF CERT PROECT** - ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK; DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.  (Subject to audit & field inspection),2680 N Orchard St,100471051,04/16/2013,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY WAREHOUSE AND 3 STORY BRICK BUILDING,1100 W Adams St,100482575,04/23/2013,PERMIT - NEW CONSTRUCTION,"FOUNDATION ONLY FOR A 6 STORY, 39 DWELLING UNIT BUILDING AS PER PLANS",1100 W Adams St,100478423,05/07/2013,25,29
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME MULTI UNIT RESIDENCE AND DETACHED FRAME GARAGE,1529 W Roscoe St,100485292,04/24/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY ,IIIB MASONRY 2 UNIT APARMENT BUILDING WIYH A 2 CAR GARAGE",1529 W Roscoe St,100482493,05/16/2013,44,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY CONCRETE MASONRY UNIT BUILDING WITH WOOD ROOF & SIDING (RTR-B-BUILDING #084),11601 W Touhy Ave,100485217,04/24/2013,PERMIT - NEW CONSTRUCTION,"NEW AIRPORT TRAFFIC CONTROL TOWER FOR O'HARE INTERNATIONAL AIRPORT.  ADDRESS TBD.",11601 W Touhy Ave,100464961,05/21/2013,0,0
PERMIT - WRECKING/DEMOLITION,"WRECK & REMOVE 1 STORY METAL BUILDING 964(RTR-A) AT O'HARE AIRPORT",11601 W Touhy Ave,100484865,04/25/2013,PERMIT - NEW CONSTRUCTION,"NEW AIRPORT TRAFFIC CONTROL TOWER FOR O'HARE INTERNATIONAL AIRPORT.  ADDRESS TBD.",11601 W Touhy Ave,100464961,05/21/2013,0,0
PERMIT - WRECKING/DEMOLITION,WRECK AND REMO VE A 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH DETACHED FRAME GARAGE.,3336 N Claremont Ave,100481805,04/26/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY , IVA  FRAME SINGLE FAMILY RESIDENCE  WITH  BASEMENT 2 CAR GARAGE / ROOF DECK",3336 N Claremont Ave,100479680,05/03/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH DETACHED FRAME GARAGE.,1454 W Wellington Ave,100481806,04/26/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE. PER PLANS",1454 W Wellington Ave,100479129,04/26/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE EXISTING 2 STORY FRAME RESIDENCE.,1214 W Barry Ave,100481290,04/29/2013,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY 3 DWELLING UNIT APARMENT BUILDING WITH 3 CAR GARAGE PER PLANS,1214 W Barry Ave,100482494,04/19/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK BUILDING,1660 N Claremont Ave,100483961,05/03/2013,PERMIT - NEW CONSTRUCTION,"**SELF CERTIFICATION PROJECT** - ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT TYPE 4A CONSTRUCTION...NEW OPEN METAL DECK 9'10"" X 23'-2""..ERECT A NEW 3 CAR FRAME GARAGE 26'-6"" X 22'-0"" AS PER PLANS.  (Subject to audit & field inspection)",1660 N Claremont Ave,100482132,05/08/2013,32,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY MASONRY RESIDENCE & GARAGE,1908 N Dayton St,100475570,05/03/2013,PERMIT - NEW CONSTRUCTION,"CONSTRUCT NEW THREE STORY SINGLE FAMILY HOME WITH BASEMENT (TYPE IIIB CONSTRUCTION) AND DETACHED GARAGE WITH ROOFTOP TERRACE (TYPE IIIB CONSTRUCTION) AS PER PLANS WITH FIRE SPRINKLER SYSTEM AND 6' HIGH FENCE.******THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT******",1908 N Dayton St,100476673,04/03/2013,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,1433 W Berteau Ave,100482023,05/03/2013,PERMIT - NEW CONSTRUCTION,BUILD A SINGLE FAMILY RESIDENCE,1433 W Berteau Ave,100485410,05/24/2013,47,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY HOUSE WITH DETACHED GARAGE.,1759 N Whipple St,100461161,05/06/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1759 N Whipple St,100493093,06/27/2013,26,24
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,3938 N Richmond St,100486946,05/06/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW CONSTRUCTION 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND 2 CAR DETACHED GARAGE AS PER PLANS.,3938 N Richmond St,100479868,04/15/2013,33,16
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING,1743 N Fairfield Ave,100485036,05/06/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1743 N Fairfield Ave,100485634,05/08/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1934 W Diversey Pkwy,100486130,05/06/2013,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.******THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********",1934 W Diversey Pkwy,100485472,05/23/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME HOUSE WITH DETACHED FRAME GARAGE.,1744 N Artesian Ave,100485688,05/06/2013,PERMIT - NEW CONSTRUCTION,SELF-CERT: ERECT TWO STORY SINGLE FAMILY RESIDENCE + 2 CAR DETACHED GARAGE WITH ROOF DECK,1744 N Artesian Ave,100489007,06/06/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,3800 N Christiana Ave,100480102,05/07/2013,PERMIT - NEW CONSTRUCTION,NEW 2-STY  SINGLE FAMILY HOUSE WITH BASEMENT AND 2-CAR DETACHED GARAGE,3800 N Christiana Ave,100481082,04/08/2013,33,16
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE,4159 W Eddy St,100475147,05/07/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE AS PER PLAN.,4159 W Eddy St,100479000,04/18/2013,30,16
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING & DETACHED 1 STORY FRAME GARAGE,3727 N Francisco Ave,100470886,05/07/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,3727 N Francisco Ave,100478711,04/12/2013,33,16
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING,2221 W Farragut Ave,100485110,05/08/2013,PERMIT - NEW CONSTRUCTION,SELF- CERT. - NEW 2 STORY FRAME S.F.R. W/ BASEMENT W/ NEW 2 CAR FRAME GARAGE.  CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,2221 W Farragut Ave,100485776,05/14/2013,40,6
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK/FRAME RESIDENCE,2137 W Warner Ave,100486961,05/08/2013,PERMIT - NEW CONSTRUCTION,SELF CERT: ERECT 2 STORY SINGLE FAMILY RESIDENCE + 2 CAR DETACHED GARAGE WITH ROOF DECK (conditional permit subject to field inspections.),2137 W Warner Ave,100490017,06/11/2013,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE.,2732 N Seminary Ave,100484223,05/09/2013,PERMIT - NEW CONSTRUCTION,"ERECT 3 STORY ,IIIB MASONRY  3 UNIT APARMENT BUILDING WITH 3 CAR GARAGE",2732 N Seminary Ave,100482046,05/13/2013,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME APARTMENT BUILDING WITH ONE STORY FRAME GARAGE.,1734 W Augusta Blvd,100484720,05/13/2013,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 2 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITHOUT ROOF TOP DECK, DETACHED 2 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",1734 W Augusta Blvd,100484289,05/08/2013,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING 2 STORY FRAME BUILDING & 1 STORY FRAME GARAGE,3442 N Seeley Ave,100485266,05/14/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND A NEW TWO CAR FRAME GARAGE WITH ROOF DECK AS PER PLANS,3442 N Seeley Ave,100477653,05/14/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE.,1540 W Addison St,100473033,05/14/2013,PERMIT - NEW CONSTRUCTION,NEW 3 UNIT MASONRY BUILDING WITH 3 CAR GARAGE AND ROOF DECK,1540 W Addison St,100480235,05/08/2013,44,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING,1340 N Cleveland Ave,100476003,05/14/2013,PERMIT - NEW CONSTRUCTION,"ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",1340 N Cleveland Ave,100478964,04/17/2013,2,37
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME SINGLE FAMILY & 1 STORY FRAME GARAGE,1320 W Nelson St,100485894,05/14/2013,PERMIT - NEW CONSTRUCTION,"ERECT TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT , AND TWO CAR GARAGE WITH ROOF DECK PER PLANS",1320 W Nelson St,100485291,05/24/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE,2429 W Thomas St,100487636,05/17/2013,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 3-STORY  2 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK,  DETACHED 2 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",2429 W Thomas St,100486821,05/17/2013,1,25
PERMIT - WRECKING/DEMOLITION,A/K/A 18-22 N. ABERDEEN: WRECK AND REMOVE A TWO STORY BRICK WAREHOUSE,20 N Aberdeen St,100486590,05/20/2013,PERMIT - NEW CONSTRUCTION,NEW FOUR STORY 27 DWELLING UNIT  RESIDENTIAL BUILDING WITH RETAIL SPACE AND GARAGE ON FIRS FLOOR. NO BASEMENT,20 N Aberdeen St,100476313,06/11/2013,25,29
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK MULTIUNIT RESIDENCE,1870 N Orchard St,100489462,05/22/2013,PERMIT - NEW CONSTRUCTION,ERECT 3-STORY WITH BASEMENT NEW SINGLE FAMILY RESIDENCE WITH AN ATTACHED GARAGE AS PER PLANS,1870 N Orchard St,100488618,07/18/2013,43,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY REAR BUILDING.,2435 N Greenview Ave,100486427,05/28/2013,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",2435 N Greenview Ave,100489332,06/19/2013,2,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY RESIDENTIAL BUILDING WITH GARAGE.,3646 N Lakewood Ave,100481984,05/28/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY,IIIB MASONRY SINGLE FAMILY ,RESIDENCE W/ BASEMENT & 2 CAR GARAGE W/ROOF DECK",3646 N Lakewood Ave,100479137,07/01/2013,44,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2666 N Orchard St,100484692,05/28/2013,PERMIT - NEW CONSTRUCTION,ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK WITH DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK(3B CONSTRUCTION) AS PER PLAN.,2666 N Orchard St,100469576,06/20/2013,43,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING,2435 N Greenview Ave,100485033,05/28/2013,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",2435 N Greenview Ave,100489332,06/19/2013,2,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1131 W Lill Ave,100489879,05/28/2013,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 3 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT TYPE 4A CONSTRUCTION, NEW NON-COMBUSTIBLE STAIR SYSTEM IN THE REAR, A NEW 1 STORY DETACHED 2 CAR FRAME GARAGE 19' X 21' AS PER PLANS.",1131 W Lill Ave,100486739,06/03/2013,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME UNIT BUILDING AND FRAME DETACHED GARAGE.,2109 W Fletcher St,100480099,05/28/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND  NEW 2 CAR GARAGE WITH ROOF DECK AS PER PLANS,2109 W Fletcher St,100480503,05/28/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A  STORY SINGLE FAMILY FRAME HOUSE & GARAGE.,1936 W Wolfram St,100489773,05/29/2013,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY IVA FRAME SINGLE FAMILY RESIDENCE WITHN BASEMENT AND 2 CAR GARAGE WITH ROOF DECK,1936 W Wolfram St,100492926,06/20/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,1250 W Barry Ave,100483394,05/29/2013,PERMIT - NEW CONSTRUCTION,ERECT TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED  GARAGE,1250 W Barry Ave,100484017,05/01/2013,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY FRAME HOUSE & GARAGE.,2233 W Fletcher St,100489770,05/29/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",2233 W Fletcher St,100491978,07/09/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & DETACHED FRAME GARAGE,2027 W School St,100481846,05/30/2013,PERMIT - NEW CONSTRUCTION,"ERECT 2 STORY , IV A FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",2027 W School St,100483948,05/31/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,3456 N Oakley Ave,100490075,05/31/2013,PERMIT - NEW CONSTRUCTION,"SELF-CERT PROJECT. ERECT NEW TWO STORY BRICK VENEER FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT, AND DETACHED TWO CAR FRAME GARAGE WITH ROOF DECK  PER PLANS( CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION)",3456 N Oakley Ave,100489538,06/05/2013,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE EXISTING 2 STORY FRAME RESIDENCE.,886 W Lill Ave,100481286,05/31/2013,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY, IIIB MASONRY 3 UNIT APARTMENT BUILDING WITH A 3 CAR GARAGE WITH ROOF DECK",886 W Lill Ave,100483876,05/13/2013,43,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 3 STORY BRICK COMMERCIAL BUILDING,727 W Lake St,100488607,05/31/2013,PERMIT - NEW CONSTRUCTION,FOUNDATION ONLY PERMIT for future 10 Story Construction type 1B SRO Building  GREEN PERMIT PROGRAM BENEFIT TIER II,727 W Lake St,100493252,06/04/2013,27,29
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME.,1152 W Newport Ave,100488811,05/31/2013,PERMIT - NEW CONSTRUCTION,ERECT A NEW THREE STORY MASONRY THREE UNIT BUILDING WITH BASEMENT AND A THREE CAR MASONRY GARAGE WITH ROOF DECK AS PER PLANS,1152 W Newport Ave,100481780,05/31/2013,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,4919 N Meade Ave,100479202,06/04/2013,PERMIT - NEW CONSTRUCTION,NEW ONE STORY WITH BASEMENT - SINGLE FAMILY RESIDENCE   - SELF CERTIFICATION,4919 N Meade Ave,100479846,06/12/2013,45,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME SINGLE FAMILY & 1 STORY FRAME GARAGE,1922 W Henderson St,100485895,06/05/2013,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,1922 W Henderson St,100486203,05/09/2013,32,46
